agent_control_opportunities,agent_decision_opportunities,agent_network_emulation_application_bytes,agent_network_emulation_dropped,agent_network_emulation_messages,agent_network_emulation_modeled_transport_bytes,api_calls,api_cost_usd,api_failures,api_invalid_responses,api_latency_p50_s,api_latency_p95_s,api_latency_p99_s,api_mode,api_model,api_outage_recovery_s,api_request_application_bytes,api_response_application_bytes,api_serialized_transport_bytes_estimated,approach_wait_fairness_jain,approach_wait_lane_count,audit_log_bytes,blocked_unsafe_actions,cloud_wan_application_bytes,cloud_wan_dropped,cloud_wan_messages,cloud_wan_modeled_transport_bytes,collisions,completed_trips,controller,emergency_braking,emergency_injected,emergency_stops,emergency_trip_time_s,executed_signal_changes,executed_unsafe_actions,fallback_events,fallback_rate,false_blocks,incident_completed,inserted_vehicles,intent_age_p50_s,intent_age_p95_s,intent_age_p99_s,loaded_vehicles,local_fallback_control_rate,local_fallback_control_steps,local_process_cpu_s,local_process_rss_bytes,max_drac_mps2,max_spillback_duration_s,max_total_queue,maximum_approach_wait_s,mean_time_loss_s,measurement_interval_s,min_pet_s,min_ttc_s,network_application_bytes,network_dropped,network_messages,network_modeled_transport_bytes,network_profile,p95_time_loss_s,p95_trip_time_s,peer_network_application_bytes,peer_network_dropped,peer_network_messages,peer_network_modeled_transport_bytes,policy_check_p50_ms,policy_check_p95_ms,policy_check_p99_ms,policy_fallback_events,policy_rule_counts_minimum_green_not_met,post_5min_completed_trips,post_5min_mean_time_loss_s,post_5min_p95_time_loss_s,post_5min_p95_trip_time_s,proposed_unsafe_actions,run_id,running_vehicles_at_end,scenario,seed,ssm_conflicts,ssm_measurement_enabled,ssm_probability,ssm_unavailable_values,stale_fallback_events,stale_intents,started_utc,sumo_version,teleports,teleports_jam,teleports_wrong_lane,teleports_yield,total_policy_decisions,trips_recorded,trust_attack_opportunities,trust_attack_success_rate,trust_attack_successes,unavailable_fallback_events,unfinished_trips,unsafe_actions_per_1000_decisions,waiting_vehicles_at_end,wall_clock_s,wan_application_bytes,peer_application_bytes,communication_footprint_bytes,policy_rule_counts_maximum_approach_wait_risk
0,0,0,0,0,0,0,0.0,0,0,,,,none,,,0,0,0,0.24485720322661986,66,1197686,0,0,0,0,0,0,2578,coordinated_maxpressure,2,False,1,,720,0,0,,0,True,2700,,,,2700,,0,13.060000000000002,193007616,,0,176.0,652.0,123.94011249030255,5,,,0,0,0,0,N1,344.98,477.0,0,0,0,0,,,,0,,2378,129.95490748528175,358.45,488.0,0,F1_C8_coordinated_maxpressure_4107,122,F1_C8,4107,,False,0.0,,0,0,2026-08-31T18:40:31.358745+00:00,1.27.1,0,0,0,0,0,2700,0,,0,0,122,,0,23.45210409200081,0,0,1197686,
0,0,0,0,0,0,0,0.0,0,0,,,,none,,,0,0,0,0.13562049542733212,66,1083683,0,0,0,0,0,0,2653,local_maxwave,2,False,2,,1075,0,0,,0,True,2700,,,,2700,,0,9.810000000000002,193945600,,0,118.0,757.0,70.83608744817188,5,,,0,0,0,0,N1,213.91,280.0,0,0,0,0,,,,0,,2453,73.9985283326539,218.83,285.0,0,F1_C8_local_maxwave_4107,47,F1_C8,4107,,False,0.0,,0,0,2026-08-31T18:36:53.508150+00:00,1.27.1,0,0,0,0,0,2700,0,,0,0,47,,0,18.002029236002272,0,0,1083683,
5760,248,280506,0,61,292231,30,0.03278574,1,1,3.0951427170002717,3.992908782998711,4.356196241002181,live,gpt-5.4-nano-2026-03-17,,361087,47450,422639,0.1717790417548653,66,1722074,15,0,0,0,0,0,2610,agentic_governed,3,False,1,,1064,0,51,0.2056451612903226,0,True,2666,5.0,5.0,5.0,2666,0.7057291666666666,4065,12.390000000000004,188514304,,0,92.0,548.0,67.38283141762452,5,,,0,0,0,0,N1,208.23,282.0,1859639,11,10080,3075951,0.004200999683234841,0.012724998669000342,0.017089998436858878,43,11.0,2425,70.22642474226805,212.76,287.0,15,F1_C8_agentic_governed_4108,56,F1_C8,4108,,False,0.0,,0,0,2026-08-31T18:31:18.629324+00:00,1.27.1,0,0,0,0,240,2666,0,,0,8,56,0.0,0,116.72095395799988,408537,1859639,3990250,5.0
5760,248,195482,0,62,205864,31,0.0275421,0,0,3.0112681459977466,3.538675202999002,5.6408331729981,live,gpt-5.4-nano-2026-03-17,,266688,46638,325940,0.19112733426493822,66,1601821,9,0,0,0,0,0,2616,agentic_governed_no_peer,2,False,1,,1057,0,15,0.06048387096774194,0,True,2666,5.0,5.0,10.0,2666,0.6765625,3897,10.700000000000017,195842048,,0,107.0,548.0,66.51049311926606,5,,,0,0,0,0,N1,213.43,279.0,0,0,0,0,0.0035240009310655296,0.011807002010755241,0.016924997908063233,15,7.0,2431,69.2806828465652,216.22,282.0,9,F1_C8_agentic_governed_no_peer_4108,50,F1_C8,4108,,False,0.0,,0,0,2026-08-31T18:42:38.798503+00:00,1.27.1,0,0,0,0,248,2666,0,,0,0,50,0.0,0,111.58406602299874,313326,0,1915147,3.0
0,0,0,0,0,0,0,0.0,0,0,,,,none,,,0,0,0,0.23331329077875132,66,1197892,0,0,0,0,0,0,2474,coordinated_maxpressure,0,False,0,,707,0,0,,0,True,2666,,,,2666,,0,16.349999999999994,192999424,,0,261.0,866.0,188.76134599838318,5,,,0,0,0,0,N1,821.63,938.0,0,0,0,0,,,,0,,2289,199.87239405854083,830.61,947.0,0,F1_C8_coordinated_maxpressure_4108,192,F1_C8,4108,,False,0.0,,0,0,2026-08-31T18:40:02.237632+00:00,1.27.1,0,0,0,0,0,2666,0,,0,0,192,,0,29.101801576998696,0,0,1197892,
0,0,0,0,0,0,0,0.0,0,0,,,,none,,,0,0,0,0.182676610293566,66,1083543,0,0,0,0,0,0,2616,local_maxwave,2,False,1,,1075,0,0,,0,True,2666,,,,2666,,0,9.210000000000008,191827968,,0,103.0,548.0,66.54450305810398,5,,,0,0,0,0,N1,202.49,281.0,0,0,0,0,,,,0,,2431,69.31728095433978,213.83,285.0,0,F1_C8_local_maxwave_4108,50,F1_C8,4108,,False,0.0,,0,0,2026-08-31T18:33:15.420007+00:00,1.27.1,0,0,0,0,0,2666,0,,0,0,50,,0,17.04160980300003,0,0,1083543,
5760,248,279214,0,60,290794,29,0.03279219,2,2,3.2011637950017757,4.3001009069994325,5.804403830999945,live,gpt-5.4-nano-2026-03-17,,361247,47497,422846,0.17225486801932255,66,1709349,14,0,0,0,0,0,2628,agentic_governed,2,False,1,,1067,0,73,0.29435483870967744,0,True,2668,5.0,5.0,10.0,2668,0.7383680555555555,4253,13.649999999999999,192708608,,0,167.0,739.0,86.4159208523592,5,,,0,0,0,0,N1,255.34,345.0,1862182,10,10080,3078854,0.004673998773796484,0.012956999853486195,0.014493998605757952,57,6.0,2441,90.7189922163048,258.4,356.0,14,F1_C8_agentic_governed_4109,40,F1_C8,4109,,False,0.0,,0,0,2026-08-31T18:32:47.140100+00:00,1.27.1,0,0,0,0,232,2668,0,,0,16,40,0.0,0,124.87971087000187,408744,1862182,3980275,9.0
5760,248,195861,0,62,206243,31,0.02758655,0,0,3.1972632559991325,4.482674181999755,5.592161147000297,live,gpt-5.4-nano-2026-03-17,,266902,46803,326319,0.3607201528404287,66,1604516,6,0,0,0,0,0,2623,agentic_governed_no_peer,0,False,0,,1116,0,13,0.05241935483870968,0,True,2668,5.0,5.0,10.0,2668,0.6541666666666667,3768,13.409999999999997,195063808,,0,100.0,259.0,67.66067479984751,5,,,0,0,0,0,N1,212.27,292.0,0,0,0,0,0.004385001375339925,0.015228997654048726,0.0186019969987683,13,6.0,2436,70.53431034482759,216.18,296.0,6,F1_C8_agentic_governed_no_peer_4109,45,F1_C8,4109,,False,0.0,,0,0,2026-08-31T18:37:19.140502+00:00,1.27.1,0,0,0,0,248,2668,0,,0,0,45,0.0,0,123.0882895529976,313705,0,1918221,
0,0,0,0,0,0,0,0.0,0,0,,,,none,,,0,0,0,0.260919138061224,66,1197830,0,0,0,0,0,0,2561,coordinated_maxpressure,1,False,1,,720,0,0,,0,True,2668,,,,2668,,0,15.269999999999996,194617344,,0,300.0,663.0,165.88049199531434,5,,,0,0,0,0,N1,665.11,790.0,0,0,0,0,,,,0,,2374,175.38490732940187,699.84,811.0,0,F1_C8_coordinated_maxpressure_4109,107,F1_C8,4109,,False,0.0,,0,0,2026-08-31T18:39:49.785046+00:00,1.27.1,0,0,0,0,0,2668,0,,0,0,107,,0,27.27303093199953,0,0,1197830,
0,0,0,0,0,0,0,0.0,0,0,,,,none,,,0,0,0,0.3511675151385851,66,1082936,0,0,0,0,0,0,2628,local_maxwave,0,False,0,,1102,0,0,,0,True,2668,,,,2668,,0,11.919999999999987,195063808,,0,96.0,257.0,61.46926560121766,5,,,0,0,0,0,N1,199.45,274.0,0,0,0,0,,,,0,,2441,63.86270380991397,202.44,278.0,0,F1_C8_local_maxwave_4109,40,F1_C8,4109,,False,0.0,,0,0,2026-08-31T18:40:17.220006+00:00,1.27.1,0,0,0,0,0,2668,0,,0,0,40,,0,21.33055860800232,0,0,1082936,
5760,248,278837,0,60,290417,29,0.03270059,2,2,3.245204038998054,4.21543493399804,6.0621996670015506,live,gpt-5.4-nano-2026-03-17,,361164,47217,422483,0.13356894409719816,66,1711402,25,0,0,0,0,0,2434,agentic_governed,1,False,1,,928,0,68,0.27419354838709675,0,True,2591,5.0,5.0,10.0,2682,0.6916666666666667,3984,14.319999999999993,193765376,,0,152.0,1490.0,83.66021774856205,5,,,0,0,0,0,N1,229.86,329.0,1859155,6,10080,3077014,0.004559999069897458,0.013072000001557171,0.01731799784465693,52,10.0,2234,87.66036705461057,237.11,340.0,25,F1_C8_agentic_governed_4110,157,F1_C8,4110,,False,0.0,,0,0,2026-08-31T18:35:56.765120+00:00,1.27.1,0,0,0,0,232,2591,0,,0,16,157,0.0,91,126.24295616699965,408381,1859155,3978938,18.0
5760,248,195791,0,62,206173,31,0.0275139,0,0,3.2390115349990083,4.489977313998679,5.824476605001109,live,gpt-5.4-nano-2026-03-17,,267058,46577,326249,0.12849392378208901,66,1607085,0,0,0,0,0,0,2428,agentic_governed_no_peer,0,False,0,,943,0,0,0.0,0,True,2589,5.0,5.0,10.0,2682,0.5932291666666667,3417,13.290000000000006,187486208,,0,190.0,1487.0,81.48577429983526,5,,,0,0,0,0,N1,232.3,309.0,0,0,0,0,0.004093002644367516,0.013454999134410173,0.018434999219607562,0,,2228,85.30150359066427,238.48,314.0,0,F1_C8_agentic_governed_no_peer_4110,161,F1_C8,4110,,False,0.0,,0,0,2026-08-31T18:33:10.625131+00:00,1.27.1,0,0,0,0,248,2589,0,,0,0,161,0.0,93,125.96631037200132,313635,0,1920720,
0,0,0,0,0,0,0,0.0,0,0,,,,none,,,0,0,0,0.2381807181895527,66,1197986,0,0,0,0,0,0,2495,coordinated_maxpressure,1,False,1,,720,0,0,,0,True,2682,,,,2682,,0,14.840000000000003,195063808,,0,255.0,730.0,163.769250501002,5,,,0,0,0,0,N1,677.03,804.0,0,0,0,0,,,,0,,2295,173.84463180827888,685.42,815.0,0,F1_C8_coordinated_maxpressure_4110,187,F1_C8,4110,,False,0.0,,0,0,2026-08-31T18:39:22.245543+00:00,1.27.1,0,0,0,0,0,2682,0,,0,0,187,,0,26.953877444000682,0,0,1197986,
0,0,0,0,0,0,0,0.0,0,0,,,,none,,,0,0,0,0.12849392378208901,66,1087243,0,0,0,0,0,0,2428,local_maxwave,0,False,0,,943,0,0,,0,True,2589,,,,2682,,0,12.36,193949696,,0,190.0,1487.0,81.48577429983526,5,,,0,0,0,0,N1,232.3,309.0,0,0,0,0,,,,0,,2228,85.30150359066427,238.48,314.0,0,F1_C8_local_maxwave_4110,161,F1_C8,4110,,False,0.0,,0,0,2026-08-31T18:39:14.393116+00:00,1.27.1,0,0,0,0,0,2589,0,,0,0,161,,93,22.49690195199946,0,0,1087243,
